Date/Statios,Ananea,Arapa,Azangaro,Cabanillas,Capachica,Chuquibambilla,Cojata,Crucero,CruceroAlto,Desaguadero,Huancane,HuarayaMoho,Ilave,Juli,Lampa,Mazocruz,Pampahuta,Pizacoma,Progreso,Puno,Putina,Santa Rosa
1/1964,,116.000,84.500,46.000,114.200,98.400,92.300,96.000,102.900,,68.000,88.800,69.000,,43.000,48.200,40.900,7.000,158.000,,67.500,
2/1964,124.400,83.500,57.000,94.300,182.200,78.700,356.200,77.200,102.800,,82.000,212.300,,,123.400,118.400,126.200,109.300,66.500,95.000,71.000,
3/1964,,151.000,104.500,139.700,363.800,169.000,235.300,135.100,,,,229.500,101.500,,127.600,107.600,152.000,82.600,218.000,112.900,111.000,
4/1964,,54.500,65.000,41.000,108.400,70.600,41.300,35.100,,,27.000,42.600,36.000,,42.000,10.600,35.200,12.100,17.700,54.100,72.500,
5/1964,56.000,9.000,13.500,13.000,67.600,19.500,31.000,0.000,,,22.600,54.700,16.000,,16.500,20.200,29.000,11.200,16.400,11.800,17.500,
6/1964,7.300,0.000,0.000,0.000,0.000,0.000,0.400,0.000,,,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
7/1964,0.000,0.000,0.000,0.000,0.000,0.000,7.500,0.000,,,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
8/1964,0.000,4.700,0.500,0.000,4.000,0.000,3.400,0.000,,16.700,2.200,3.300,8.500,,0.000,2.000,4.500,25.500,0.500,6.600,1.000,
9/1964,32.400,53.500,39.000,1.500,38.400,30.500,37.000,16.200,24.900,,16.000,21.400,39.500,,15.900,12.000,6.100,,31.900,22.200,16.000,
10/1964,48.600,28.500,32.000,27.400,,52.000,69.800,21.300,,,13.500,,13.500,,20.900,2.600,8.200,0.000,40.800,7.800,47.000,
11/1964,58.400,50.500,51.000,29.000,103.400,139.100,61.700,37.600,24.900,,81.400,53.000,75.500,,63.500,25.600,45.700,0.000,55.700,50.200,80.000,
12/1964,70.900,40.000,68.800,77.100,117.800,124.000,47.700,109.400,,59.200,27.500,101.400,4.400,,50.100,69.200,72.000,52.500,60.800,48.200,92.500,
1/1965,141.600,121.000,100.000,157.600,213.300,235.900,226.000,135.600,,,173.500,281.700,10.600,,154.800,94.800,124.100,42.200,150.400,100.700,194.500,
2/1965,77.500,60.400,82.000,105.500,187.800,132.100,194.200,117.400,132.600,,108.500,109.200,21.800,,97.500,74.600,163.100,56.200,130.500,174.800,93.500,
3/1965,82.900,142.600,133.000,88.200,248.200,195.600,246.700,79.400,99.200,53.800,100.000,103.500,21.700,84.000,99.100,35.600,123.100,63.400,116.000,61.200,161.000,
4/1965,41.200,40.000,27.500,74.400,113.800,46.700,65.700,30.100,35.700,15.100,23.800,40.800,6.400,8.000,31.000,34.200,43.400,1.000,50.700,30.700,39.500,
5/1965,0.000,2.000,0.500,5.000,,0.000,,1.500,1.800,0.400,3.500,4.200,0.800,3.400,0.000,0.000,5.400,0.000,2.800,0.800,0.000,
6/1965,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,
7/1965,3.200,3.000,0.000,0.000,5.000,0.200,0.000,0.000,4.700,,5.500,2.700,0.000,4.000,0.000,0.000,4.900,0.000,0.000,0.600,0.000,
8/1965,13.000,0.500,2.500,0.000,0.000,1.000,7.400,1.100,0.000,1.200,2.000,0.700,0.000,0.000,0.000,5.600,0.000,3.200,0.000,7.100,0.500,
9/1965,35.900,18.000,18.500,12.200,,4.100,,22.900,10.900,31.900,21.000,30.000,,46.200,5.500,11.600,22.400,20.300,20.000,32.200,23.000,
10/1965,20.600,22.000,18.900,12.000,24.400,30.400,,24.700,6.900,10.300,24.000,48.700,14.000,16.800,23.000,3.000,25.100,0.000,16.000,14.000,21.500,
11/1965,58.800,55.600,55.500,13.200,39.300,66.600,41.300,49.300,23.000,59.900,74.000,,10.500,74.500,45.000,10.600,87.700,6.800,78.700,49.700,100.200,
12/1965,64.700,128.100,12.200,60.900,190.400,186.800,174.900,142.300,132.100,,184.000,174.900,106.500,205.300,155.000,68.600,87.700,73.200,122.100,116.000,163.300,
1/1966,50.300,77.900,92.500,25.100,53.500,90.100,100.800,35.200,62.200,69.600,106.000,156.800,56.000,64.800,31.000,26.600,89.400,0.000,79.700,32.500,66.500,
2/1966,140.400,100.100,107.000,156.200,103.800,109.500,155.100,160.500,97.600,153.200,126.000,121.200,86.500,90.000,107.000,81.400,178.500,8.800,79.100,79.900,151.100,
3/1966,33.800,129.600,65.500,81.500,49.400,99.600,50.700,110.000,81.900,,123.000,151.600,23.000,52.700,53.000,40.800,63.500,112.600,45.900,18.600,66.400,
4/1966,7.700,15.700,19.000,3.100,5.700,13.500,14.000,9.500,8.800,42.800,16.500,38.100,21.000,27.500,14.000,10.000,13.000,,0.300,76.100,32.200,
5/1966,35.500,64.700,44.300,31.000,54.600,29.400,42.500,36.000,68.000,30.000,75.000,,52.400,,0.000,28.400,40.000,,40.800,40.300,41.900,
6/1966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,
7/1966,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,,0.000,0.500,0.000,
8/1966,0.000,2.500,1.500,1.000,0.000,0.000,0.000,1.800,0.000,,0.000,0.500,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
9/1966,23.900,13.000,36.700,9.500,16.300,25.500,22.600,42.200,1.200,,11.600,10.700,,13.000,18.300,0.000,3.700,0.000,31.300,1.000,26.000,
10/1966,65.600,33.300,46.500,21.900,29.400,62.500,28.200,63.200,68.810,21.900,37.500,37.600,30.200,58.900,31.700,23.800,30.100,9.300,60.800,42.900,43.400,
11/1966,70.500,63.200,62.900,49.000,,75.500,29.400,43.800,95.000,34.600,63.200,72.400,,66.900,61.200,63.300,98.700,,70.800,71.800,95.500,
12/1966,108.600,83.900,92.500,60.700,99.400,96.800,109.500,54.000,68.800,99.800,84.400,112.300,101.300,98.600,87.100,99.800,103.400,,70.700,27.800,48.200,
1/1967,40.100,58.100,41.000,71.200,49.200,65.900,34.800,34.900,79.100,,27.500,,,68.000,67.600,23.800,77.200,,66.900,71.800,41.200,97.700
2/1967,76.200,106.000,104.000,92.800,,165.900,65.700,106.900,132.500,72.900,73.000,81.100,,172.100,111.700,81.000,94.000,,106.600,106.100,85.100,124.300
3/1967,66.000,103.600,,148.900,217.500,142.800,125.400,85.500,126.600,114.000,78.000,190.600,105.800,191.700,128.800,101.000,211.100,,101.600,213.800,153.800,147.000
4/1967,7.700,5.500,6.900,7.300,36.400,22.100,20.700,2.400,33.900,21.000,7.000,0.500,12.700,68.200,14.300,13.200,29.800,,26.100,12.800,10.000,33.200
5/1967,20.800,25.000,14.200,13.700,,10.200,24.400,29.200,2.000,,29.000,,13.300,17.200,13.500,5.800,19.200,0.000,8.900,12.900,26.000,15.800
6/1967,0.000,1.000,0.000,0.600,1.000,0.000,11.100,3.200,0.000,,1.000,7.800,0.000,0.000,0.600,0.000,0.600,0.000,0.000,0.000,0.000,0.500
7/1967,26.500,18.000,12.000,9.500,8.800,22.200,25.200,13.600,8.500,,30.500,,0.000,,4.900,3.000,12.100,0.000,13.300,16.900,22.700,21.800
8/1967,24.000,19.600,23.600,15.600,20.400,4.400,37.100,23.100,2.800,12.800,16.500,40.300,0.000,,5.200,0.000,8.300,0.000,16.900,27.800,29.400,29.000
9/1967,32.000,69.500,35.900,40.000,,17.400,40.000,44.600,81.000,37.300,62.000,78.800,39.800,44.900,61.600,33.400,39.900,32.400,24.900,63.500,94.700,30.200
10/1967,48.200,65.400,41.500,31.800,,102.500,44.200,75.200,24.800,35.200,47.000,,36.700,30.300,58.500,2.800,35.300,20.200,47.500,43.700,87.400,63.500
11/1967,54.900,14.200,8.600,4.200,34.100,25.200,30.000,27.600,30.400,1.100,7.300,10.200,14.800,5.700,11.800,7.000,16.500,7.000,34.400,4.000,25.200,31.800
12/1967,151.700,151.600,129.800,131.000,143.900,235.500,133.200,175.200,113.300,162.800,166.500,174.900,112.200,172.100,168.500,73.200,133.700,104.500,87.900,121.500,44.800,163.100
1/1968,185.900,112.500,81.200,95.700,104.800,147.800,77.800,98.100,376.800,137.700,92.200,145.300,100.400,134.300,97.900,154.700,179.500,141.500,61.200,120.700,79.600,184.700
2/1968,175.900,144.300,143.000,168.500,178.900,233.200,107.200,130.600,138.100,231.200,237.400,302.800,161.300,272.000,199.400,125.600,213.300,154.900,156.100,117.400,126.200,223.700
3/1968,89.700,83.200,73.900,52.400,192.300,134.200,31.700,108.600,232.100,104.000,89.200,69.900,134.900,193.800,73.400,103.200,112.800,74.800,88.800,111.200,72.000,136.800
4/1968,7.200,16.600,36.900,8.700,42.900,43.900,31.900,12.500,0.000,14.500,36.200,,36.000,27.000,54.000,7.000,19.200,3.000,38.500,62.700,48.100,21.100
5/1968,2.000,15.400,0.700,16.100,21.400,0.000,7.400,0.000,0.000,44.200,11.500,29.800,31.300,45.100,4.400,33.600,12.000,30.800,1.700,10.400,0.700,2.600
6/1968,0.000,4.500,1.000,0.000,17.700,0.000,0.000,0.000,0.000,26.400,5.400,2.500,19.900,30.700,2.200,5.800,3.400,19.800,0.000,12.300,0.400,2.000
7/1968,22.200,9.500,8.000,2.200,1.800,11.000,26.400,38.000,8.500,0.000,13.400,20.100,4.200,1.000,5.800,0.000,5.800,0.000,13.400,3.700,45.400,14.500
8/1968,36.000,5.900,7.600,0.000,2.100,8.200,8.000,23.400,0.000,4.000,12.200,14.200,1.000,2.000,3.000,0.000,3.900,0.000,20.100,2.800,1.100,1.500
9/1968,3.700,10.600,25.500,21.600,35.000,20.400,32.900,40.900,2.800,26.100,57.000,,16.100,30.600,27.000,7.000,24.100,6.100,28.200,15.500,56.400,30.100
10/1968,4.700,50.800,20.900,0.000,,37.300,30.900,43.900,27.500,17.300,53.900,,23.600,3.500,53.100,50.600,30.500,44.700,23.300,59.400,49.000,99.100
11/1968,5.000,112.500,73.700,135.700,151.200,118.700,91.900,,63.400,,127.000,157.300,139.000,104.900,145.500,158.600,148.200,146.000,80.100,59.100,138.900,153.700
12/1968,7.900,65.100,33.700,0.000,62.000,83.300,54.700,51.900,,28.500,85.800,99.000,51.700,51.100,67.600,73.000,83.900,24.000,44.000,48.900,41.400,85.000
1/1969,86.100,99.000,125.100,166.900,142.500,111.200,117.600,229.600,177.100,197.300,121.200,178.200,233.400,172.100,172.500,204.400,152.600,120.600,143.100,164.500,214.600,184.300
2/1969,82.850,62.700,63.600,94.300,92.400,125.500,74.800,83.000,68.800,,148.800,143.600,,164.000,75.700,49.000,89.600,71.700,82.800,98.600,86.500,110.600
3/1969,60.210,43.900,36.000,,98.300,76.200,40.800,81.800,72.020,25.100,96.000,80.400,,86.900,32.900,17.800,65.100,38.300,47.500,68.400,55.600,155.700
4/1969,31.250,40.700,28.800,,33.300,47.300,35.900,17.600,19.120,39.200,33.500,44.500,,31.800,45.500,2.600,34.400,12.800,29.000,33.700,11.100,104.300
5/1969,15.880,0.000,0.000,0.000,0.000,0.000,1.600,4.600,0.010,,0.000,3.500,,0.000,0.000,0.000,0.000,0.000,0.300,0.000,1.000,0.000
6/1969,0.000,1.200,0.000,,0.400,0.000,2.500,6.000,0.010,3.900,2.200,0.100,,7.000,2.800,5.000,0.000,2.800,1.400,0.200,1.200,0.000
7/1969,0.000,9.500,12.000,,23.100,2.900,22.300,9.000,3.110,1.300,11.400,27.600,,1.800,3.200,0.800,6.400,0.100,10.600,3.200,15.500,15.400
8/1969,0.000,3.700,0.000,0.000,0.700,2.000,3.400,16.500,0.000,1.800,8.200,10.500,,9.100,0.000,0.000,1.000,0.000,0.300,0.900,0.000,3.700
9/1969,37.800,26.100,18.500,4.400,9.400,7.100,28.900,28.800,16.110,5.000,15.700,16.900,,22.400,5.800,2.000,17.700,0.100,23.000,4.500,31.300,30.000
10/1969,49.600,21.100,15.600,16.100,14.000,50.600,35.100,39.500,9.730,6.100,13.300,13.700,,23.100,62.200,14.200,26.300,0.100,19.600,25.700,33.900,134.700
11/1969,69.300,67.200,31.800,54.300,34.800,33.700,48.700,76.800,68.210,26.200,53.800,105.200,21.300,17.300,58.700,33.200,75.800,30.300,53.800,52.600,88.600,66.600
12/1969,88.600,72.900,51.200,41.300,35.800,62.800,60.200,56.200,89.200,20.300,40.400,57.500,39.900,98.400,63.400,84.200,111.400,103.300,56.400,51.500,112.900,77.300
1/1970,52.600,161.300,126.900,84.900,148.300,185.700,101.000,145.700,130.500,150.200,164.100,156.200,127.900,148.500,142.900,120.000,157.400,120.200,142.200,142.400,202.700,224.500
2/1970,129.780,89.400,42.000,121.400,80.400,97.400,94.000,169.600,105.500,110.500,71.400,154.700,143.300,195.900,107.700,96.500,140.500,104.000,92.100,55.500,99.800,215.900
3/1970,46.988,144.400,96.100,144.900,121.600,102.400,106.600,118.800,170.000,100.300,86.900,146.900,177.700,186.300,126.300,103.000,169.600,123.600,123.500,189.500,92.600,234.000
4/1970,2.940,77.400,97.000,25.700,58.200,66.700,73.200,70.100,15.200,33.200,39.700,68.500,57.700,44.500,39.200,11.800,49.700,28.500,63.400,32.000,15.000,107.900
5/1970,30.194,11.500,14.700,3.600,14.100,16.500,5.000,12.100,13.100,2.400,10.200,48.400,17.400,8.300,8.600,0.000,15.600,22.400,11.900,7.500,25.500,8.000
6/1970,0.000,0.000,0.000,,0.200,0.500,0.000,,0.000,0.000,1.000,0.800,2.400,0.200,0.000,0.000,3.400,0.000,0.500,0.000,0.000,2.000
7/1970,0.000,0.000,0.000,,0.000,0.000,2.600,8.100,0.900,0.000,0.000,0.200,3.700,3.500,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.000
8/1970,0.000,0.200,0.000,0.000,2.600,0.000,3.700,0.000,0.000,1.300,0.000,1.000,0.000,0.000,0.000,0.000,5.400,0.100,0.000,0.900,0.000,0.000
9/1970,29.940,56.200,39.300,14.200,27.700,42.000,52.900,0.000,3.400,16.800,42.800,52.000,51.500,30.700,5.900,0.800,14.200,0.300,49.700,10.400,61.400,117.000
10/1970,76.500,45.000,50.400,24.800,21.600,55.800,32.000,61.200,13.900,21.400,58.200,56.000,25.900,34.000,27.700,9.000,31.800,11.000,55.900,18.000,40.300,98.000
11/1970,19.300,27.100,38.200,11.900,30.700,24.300,25.300,61.200,14.300,22.800,35.000,24.400,24.100,24.400,21.400,14.800,7.500,29.200,51.700,14.600,20.700,38.600
12/1970,122.100,121.500,152.100,124.400,101.200,194.900,147.400,234.600,59.900,159.900,193.000,192.700,120.900,177.500,112.700,129.700,209.100,169.400,139.500,97.200,184.400,331.300
1/1971,108.300,121.000,91.500,91.500,130.100,82.400,161.400,230.700,62.000,140.900,108.000,223.700,117.800,166.800,97.800,202.400,151.700,195.500,133.000,101.000,190.800,212.800
2/1971,244.100,166.300,190.300,218.300,220.400,183.200,115.400,287.700,97.400,217.800,183.000,263.900,217.300,345.900,184.300,184.400,259.400,328.600,158.300,268.200,184.400,224.600
3/1971,31.700,24.500,30.300,29.100,65.400,40.400,62.100,53.200,87.000,33.600,49.300,71.800,42.500,71.000,36.000,34.500,117.700,124.500,22.800,28.400,49.500,52.200
4/1971,35.400,35.900,28.100,15.200,54.300,46.300,7.500,35.500,0.400,40.000,8.500,34.700,47.200,74.900,19.400,4.000,27.400,27.800,32.100,25.200,19.000,109.900
5/1971,4.600,2.800,0.500,11.000,0.500,1.000,5.000,0.000,0.000,0.300,1.000,5.200,1.800,3.800,0.000,0.000,4.200,0.000,5.900,0.000,2.000,2.700
6/1971,6.000,0.000,0.600,0.000,0.000,0.000,1.500,8.700,0.000,0.700,1.000,1.200,10.100,2.300,0.000,0.000,5.900,0.000,0.100,2.900,0.700,0.100
7/1971,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8/1971,7.400,12.600,8.700,4.000,4.100,3.500,6.200,3.400,0.000,3.200,2.500,23.000,20.300,11.500,8.400,0.000,4.700,18.400,4.300,9.100,5.600,1.000
9/1971,9.800,2.000,5.800,0.000,0.200,0.000,8.600,5.100,2.100,0.000,0.000,3.500,0.000,0.000,0.500,0.000,1.800,0.000,1.200,1.200,3.800,0.000
10/1971,59.100,35.200,18.100,11.800,31.400,33.100,71.800,28.600,5.500,12.200,31.200,49.800,18.400,29.500,32.600,0.000,11.200,0.000,38.900,19.500,42.100,38.600
11/1971,37.300,53.100,55.800,56.800,69.700,68.500,72.900,159.300,14.000,78.600,46.400,68.300,72.200,98.900,42.900,34.000,43.400,68.400,61.300,93.500,48.100,80.900
12/1971,96.300,76.700,80.100,87.000,51.700,102.900,75.600,174.900,121.300,67.700,46.500,97.200,110.500,134.900,144.400,141.000,191.100,179.500,79.800,103.600,40.600,184.800
1/1972,112.300,171.200,140.900,224.800,236.100,199.200,183.700,177.200,158.800,221.900,169.800,86.100,227.200,288.900,239.300,229.200,244.300,239.000,155.200,210.800,155.600,309.900
2/1972,100.600,101.600,108.900,85.900,100.400,131.100,78.800,82.900,75.300,153.500,79.000,109.700,120.200,221.000,89.000,114.400,79.100,132.000,166.700,130.900,119.000,153.800
3/1972,85.500,123.800,68.700,181.900,120.400,115.900,82.800,81.700,159.300,146.800,50.000,109.000,85.900,169.200,149.600,179.200,168.000,138.500,79.300,164.000,77.700,147.000
4/1972,31.700,37.200,37.400,36.300,2.700,36.500,55.700,108.100,31.700,7.100,13.500,46.100,21.700,17.800,17.600,3.200,39.600,28.000,27.500,37.200,46.600,54.000
5/1972,7.000,9.900,0.000,6.200,0.900,2.300,0.000,24.200,0.000,0.000,0.000,3.300,0.000,0.000,0.800,0.000,0.300,4.400,0.400,6.600,6.000,2.300
6/1972,1.500,0.000,0.000,0.000,0.000,0.000,0.000,5.400,0.000,1.200,0.000,0.000,0.000,2.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7/1972,6.700,1.400,4.000,0.000,0.200,4.600,3.700,0.000,0.800,3.700,7.500,2.000,6.400,,0.000,0.000,0.000,6.400,2.800,0.000,1.000,0.000
8/1972,43.800,5.100,9.700,0.600,2.000,2.600,18.600,31.000,0.000,1.500,7.500,8.700,4.500,,0.000,0.000,1.900,0.000,8.300,0.000,13.800,16.800
9/1972,30.100,37.000,41.600,32.000,12.400,2.500,17.500,49.700,51.800,24.600,43.000,43.600,27.700,26.900,23.100,9.200,23.700,33.700,16.600,37.300,28.600,17.700
10/1972,43.600,36.000,26.300,32.200,12.600,12.800,45.500,86.400,19.900,43.600,26.300,54.400,15.700,13.400,11.100,21.400,44.300,27.000,21.000,32.600,43.900,38.900
11/1972,56.200,133.700,55.600,33.800,44.100,31.900,80.700,101.100,24.600,31.400,61.500,66.600,28.600,50.000,77.500,45.400,61.200,53.800,57.900,46.100,105.100,76.100
12/1972,109.400,123.500,106.600,92.900,119.100,131.200,80.700,156.300,94.100,141.100,167.000,179.400,122.400,148.500,80.000,100.000,93.200,180.000,104.200,132.600,77.800,162.100
1/1973,75.000,201.700,162.000,199.400,192.400,155.100,162.900,244.400,330.500,345.400,151.600,234.500,269.300,271.400,213.100,175.000,279.600,206.100,162.600,238.200,131.900,167.200
2/1973,109.600,107.600,99.800,128.800,150.300,84.800,90.300,134.400,209.200,192.700,63.200,127.200,142.800,189.800,158.100,140.000,210.400,148.700,101.000,131.700,132.200,166.800
3/1973,90.500,162.200,112.900,124.800,159.900,157.800,120.400,98.600,135.500,108.900,163.500,116.600,163.900,,121.100,103.400,124.700,98.800,103.400,159.100,100.700,237.600
4/1973,67.600,85.800,93.700,85.000,60.800,110.700,72.900,123.600,64.600,40.200,69.500,88.700,83.500,109.200,89.800,87.400,108.300,80.900,105.000,97.600,120.500,184.300
5/1973,13.100,17.300,22.200,12.400,16.700,7.700,16.300,11.400,0.000,10.600,9.000,23.900,12.200,12.900,7.600,11.400,25.100,23.200,9.500,13.300,11.700,41.700
6/1973,0.500,0.500,,0.000,5.000,0.000,4.200,0.700,0.000,0.000,0.000,1.800,0.000,0.000,0.000,1.200,2.900,4.100,0.000,0.000,3.400,4.800
7/1973,4.700,5.400,3.400,2.100,15.100,1.500,1.200,23.200,5.200,13.600,0.000,11.500,9.900,8.100,2.000,0.000,12.800,1.800,3.700,1.800,16.200,0.000
8/1973,12.400,16.400,4.900,1.300,8.100,9.200,1.100,3.800,11.200,18.000,8.500,38.700,20.100,17.100,3.300,10.200,14.100,35.000,5.400,6.100,7.900,26.800
9/1973,52.600,44.900,47.700,46.100,48.100,57.700,83.900,44.800,31.000,45.600,74.800,107.600,40.600,44.600,43.800,35.200,45.600,14.600,54.100,32.500,49.800,58.500
10/1973,38.500,38.100,43.700,12.900,37.600,58.100,58.500,89.100,9.100,43.000,36.400,60.400,29.100,45.400,81.600,0.000,19.400,20.000,78.900,16.400,59.900,75.600
11/1973,42.200,58.000,88.300,24.000,41.500,84.000,54.900,49.800,5.800,16.300,12.900,26.500,23.400,30.900,38.100,22.400,78.700,27.100,70.400,29.500,70.400,141.200
12/1973,66.300,40.000,23.800,93.300,41.700,55.300,99.000,152.200,43.600,42.200,56.500,88.800,47.900,68.600,61.600,35.500,142.500,101.200,89.800,70.800,90.700,120.400
1/1974,111.100,228.000,98.000,240.500,238.300,167.200,169.000,136.500,264.200,223.700,190.400,328.400,211.000,269.000,222.400,341.800,208.000,371.100,107.100,253.000,137.100,196.600
